Set,name,graphics,text,type,rarity,unique,prowess,body,mind,influence,mp,home_site,skills,race,class,cp,back,sp,specific,strikes,subclass,site_type,site_path,draw,draw_opp,region,haven,playable,auto_attack,special
nec,Strayhold,Strayhold.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{B},{w}{b}{w}{w}{w},2,2,Southern Rhovanion,Lórien,"Information, Items (minor, major)",Men — 3 strikes with 8 prowess (detainment if the company includes a character with Strayhold as a home site),"Brigands may be played at this site. While Strayhold is in play, any Brigands played keyed to a region in Wilderland receive +1 to their prowess and strikes."
nec,Strayhold,Strayhold.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{B},{d}{w},2,2,Southern Rhovanion,Dol Guldur,"Information, Items (minor, major)","Once per turn, tap your avatar or diplomat at the site to take one Brigands or Lawless Men from your discard pile to your hand (tap site if untapped); if you also discard a treasure from the company, you may take one Assassin or Thief instead.",
nec,Temple of Lokuthor,Temple of Lokuthor.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{s}{s},2,3,Horse Plains,Lórien,"Items (minor, gold ring)",Undead — 2 strikes with 11 prowess,Hidden site. A company must tap a scout and discard a Lost Knowledge card it controls to reveal this site.
nec,Temple of Lokuthor,Temple of Lokuthor.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{s}{s},2,2,Horse Plains,Dol Guldur,"Items (minor, gold ring)",Undead — 2 strikes with 11 prowess,Hidden site. A company must tap a scout and discard a Lost Knowledge card it controls to reveal this site.
nec,Thuringwathost,Thuringwathost.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{S},{d}{s},1,1,Dagorlad,Dol Guldur,Items (minor),Orcs — 3 strikes with 8 prowess (detainment),"Swamp. Hidden site. Tap an Orc or Dúnadan ranger in the company to reveal this site. Contains a hoard. While this site is in play, all Undead attacks against companies moving through Dagorlad or its adjacent regions (or at a site therein) receive +1 to their prowess and strikes."
nec,Thuringwathost,Thuringwathost.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{S},{w}{s}{s},2,3,Dagorlad,Lórien,"Items (minor, major, greater)",(1st) Orcs — 3 strikes with 8 prowess; (2nd) Troll — 1 strike with 9 prowess,Swamp. Hidden site. Tap a ranger in the company (or a Dúnadan with a home site in Gondor) to reveal this site. Undead creatures played at the site receive +2 prowess.
gw,Barad-wath,Barad-wath.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{S},{w}{s}{s}{s}{s}{d},2,4,Nurn,Lórien,"Items (minor, major) —battle-gear items only—",Orcs — each character faces a strike with 8 prowess,"it is considered a Stolen Knowledge resource, and you may discard it to cancel all attacks from Mordor in Arms or Barad-wath against one of your companies."
gw,Barad-wath,Barad-wath.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{S},{s}{d}{d},1,1,Nurn,Minas Morgul,,Orcs — each character faces a strike with 7 prowess (detainment against overt companies),Orcs — 4 strikes with 9 prowess.
gw,Chelkar,Chelkar.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
gw,Durthang,Durthang.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{D},{w}{b}{f}{w}{s}{d}{d},3,4,Udûn,Lórien,"Items (minor, major, greater)",(1st) Orcs 4 — strikes with 7 prowess (2nd) Wolves — 3 strikes with 8 prowess,"it is considered a Stolen Knowledge resource, and you may discard it to cancel a Demon or Wolf attack against one of your companies."
gw,Durthang,Durthang.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{D},{s}{d}{d},1,1,Udûn,Minas Morgul,,Orcs. Wolves — 2 strikes with 8 prowess (detainment),"Any non-unique wolf ally is playable at this site by a Scara-hai Orc who does not yet control a wolf ally. While this site is in play, all Demon attacks against companies at or moving to a site in Mordor or its adjacent regions receive +1 to their prowess and strikes."
gw,Ered Lithui,Ered Lithui.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
gw,Forrhûn,Forrhûn.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
gw,Harrhûn,Harrhûn.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
gw,Lugarlûr,Lugarlûr.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{D},{s}{w}{w}{s},1,1,Chelkar,Minas Morgul,,Men — 2 strikes with 8 prowess (detainment),"Adûnaphel the Ringwraith may be brought into play at this site. The Haradrim faction is playable at this site. While this site is in play, all Man attacks keyed to a region of Mordor or its adjacent regions receive +1 to their prowess and strikes."
gw,Lugarlûr,Lugarlûr.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{D},{w}{f}{c}{w}{s},3,4,Chelkar,Edhellond,"Items (minor, major, greater)","(1st) Men — 4 strikes with 9 prowess; (2nd) If Adûnaphel is in play as a permanent-event, it must be used as an additional automatic-attack (only remove from the game if defeated)","Tower Raided may be played at this site (as if a Shadow-hold [S]); if played successfully, opponent must discard one cult card he has in play."
gw,Mathlaburg,Mathlaburg.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{B},{w}{b},1,1,Anduin Vales,Lórien,"Information, Items (minor)",Men — 2 strikes with 7 prowess (detainment),Port-on-Anduin. Any agent with a home site in Eriador or Wilderland may be brought into play at this site (as agent; face-up). Agents at this site attack with +2 to their prowess.
gw,Mathlaburg,Mathlaburg.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{B},{d}{b},1,1,Anduin Vales,Dol Guldur,"Information, Items (minor)",Men — 2 strikes with 7 prowess (detainment against covert companies),Port-on-Anduin. Any agent with a home site in Eriador or Wilderland (or any Man agent if youare Sauron) may be brought into play at this site (as agent; face-up). Agents at this site attack with +2 to their prowess.
gw,Minas Durlith,Minas Durlith.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{D},{w}{b}{f}{w}{s}{d},2,5,Gorgoroth,Lórien,"Items (minor, major)",(1st) Orcs — 4 strikes with 8 prowess; (2nd) Pûkel-creature — 1 strike with 9 prowess,"Any company moving to this site has its hazard limit increased by one. If a company here contains a Stolen Knowledge card, any special item playable at a site in Mordor or its adjacent regions is considered playable here."
gw,Minas Durlith,Minas Durlith.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{D},{s}{d},1,1,Gorgoroth,Minas Morgul,,Troll — 1 strike with 11 prowess (detainment against black players' companies),The Uruk-hai and Orcs of the Ash Mountains factions are playable at this site; any influence attempt against these factions at this site is modified by +2.
gw,Mistrand,Mistrand.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{S},{w}{w}{w},2,3,Harrhûn,Port-on-Sea of Rhûn. Pirates may be played at this site; +1 to its prowess and strikes if played at the site.,,,
gw,Mistrand,Mistrand.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{S},{d}{w}{s}{w}{w},2,2,Harrhûn,Dol Guldur,"Items (minor, major)",Men — 3 strikes with 7 prowess (detainment),"Port-on-Sea of Rhûn. The Corsairs of Rhûn faction is playable at this site.While this site is in play, any Pirates may be played keyed to Harrhûnor its adjacent regions, and also at Mistrand; if keyed to such a site or region it receives +1 to its prowess and strikes."
gw,Mountains of Mirkwood,Mountains of Mirkwood.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{w}{w},2,2,Heart of Mirkwood,Lórien,"Information, Items (minor)",Spiders — 3 strikes with 7 prowess,"Rescue Prisoners may be played at this site (as if at a Shadow-hold [S]); if played successfully, you may take one Lock nor Bar May Hinder from your discard pile to your hand."
gw,Mountains of Mirkwood,Mountains of Mirkwood.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{w},1,1,Heart of Mirkwood,Dol Guldur,"Information, Items (minor)",Spiders — 3 strikes with 7 prowess,Counts as Shelob's Lair for the purpose of No Better Use.
gw,Nan Morsereg,Nan Morsereg.jpg,,Minion Site,C,yes,,,,,,,,,,,1,,,,,{R},{s}{w}{w}{w}{w},2,3,Forrhûn,Shapôl Udûn,"Information, Items (minor)",Men — 3 strikes with 7 prowess (a sorcery-using character may tap to cancel this attack),Tap a sorcery-using character during the site phase and tap the site to bring Powers Too Dark and Terrible into play from your sideboard (as if you were Sauron).
gw,Nan Morsereg,Nan Morsereg.jpg,,Hero Site,C,yes,,,,,,,,,,,1,,,,,{R},{w}{w}{w},2,3,Forrhûn,Rhûbar,"Information, Items (minor)",Men — 3 strikes with 7 prowess,"it is considered a Stolen Knowledge resource, and you may discard it (at any time) to cancel a magic event played by a character at one of your companies' site."
gw,Oraishapek's Mound,Oraishapek's Mound.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{s}{s}{s},2,3,Ered Lithui,Lórien,"Items (minor, major) —battle-gear items only—",Undead. Man — 1 strike with 12 prowess,Hidden site. Gorgoroth; Horse Plains. A company must tap a scout and discard a Lost Knowledge card it controls to reveal this site. Contains a hoard.
gw,Oraishapek's Mound,Oraishapek's Mound.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d}{s},2,3,Ered Lithui,Minas Morgul,"Items (minor, major) —battle-gear items only—",Undead. Man — 1 strike with 12 prowess,Hidden site. Gorgoroth; Horse Plains. A company must tap a scout and discard a Lost Knowledge card it controls to reveal this site. Contains a hoard.
gw,Ostigurth,Ostigurth.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d},2,1,Nurn,Minas Morgul,Items (minor),Vermin — each character faces a strike with 7 prowess (detainment),"If Hold Rebuilt and Repaired is played on the site, it becomes a Darkhaven [K] for the purpose of playing Ringwraith characters and They Ride Together. Discard The Black Council from hand or play to take any number of Ringwraith characters from your discard pile to your hand."
gw,Ostigurth,Ostigurth.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d},2,1,Nurn,Minas Morgul,Items (minor),Vermin — each character faces a strike with 7 prowess (detainment),"during the site phase to take Sudden Call,The Black Council, or any number of Ringwraith characters from your discard pile to your hand."
gw,Ostigurth,Ostigurth.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d},2,1,Nurn,Minas Morgul,Items (minor),Vermin — each character faces a strike with 7 prowess (detainment),"If Hold Rebuilt and Repaired is played on the site, the site does not leave play and is considered a Darkhaven [K] for the purpose of playing Ringwraithcharacters and They Ride Together. You may discard The Black Council during the site phase to take any number of Ringwraith characters from your discard pile to your hand."
gw,Ostigurth,Ostigurth.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{s}{s}{s}{d},2,4,Nurn,Lórien,"Information, Items (minor)",(1st) Vermin — each character faces a strike with 7 prowess (detainment); (2nd) Undead — 2 strikes with 8 prowess,Each character at this site may tap to discard a Nazgûl event in play.
gw,Ostigurth,Ostigurth.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{d},2,1,Nurn,Minas Morgul,Items (minor),Vermin — each character faces a strike with 7 prowess (detainment),"during the site phase to take The Black Council, Sudden Call, or any number of Ringwraith characters from your discard pile to your hand."
gw,Strayhold,Strayhold.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{B},{w}{b}{w}{w}{w},2,2,Southern Rhovanion,Lórien,"Information, Items (minor, major)",Men — 3 strikes with 8 prowess (detainment if the company includes a character with Strayhold as a home site),"Brigands may be played at this site. While Strayhold is in play, any Brigands played keyed to a region in Wilderland receive +1 to their prowess and strikes."
gw,Strayhold,Strayhold.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{B},{d}{w},2,2,Southern Rhovanion,Dol Guldur,"Information, Items (minor, major)","Once per turn, tap your avatar or diplomat at the site to take one Brigands or Lawless Men from your discard pile to your hand (tap site if untapped); if you also discard a treasure from the company, you may take one Assassin or Thief instead.",
gw,Temple of Lokuthor,Temple of Lokuthor.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{s}{s}{s},2,3,Horse Plains,Lórien,"Items (minor, gold ring)",Undead — 2 strikes with 11 prowess,Hidden site. A company must tap a scout and discard a Lost Knowledge card it controls to reveal this site.
gw,Temple of Lokuthor,Temple of Lokuthor.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{s}{s},2,2,Horse Plains,Dol Guldur,"Items (minor, gold ring)",Undead — 2 strikes with 11 prowess,Hidden site. A company must tap a scout and discard a Lost Knowledge card it controls to reveal this site.
gw,Thuringwathost,Thuringwathost.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{S},{d}{s},1,1,Dagorlad,Dol Guldur,Items (minor),Orcs — 3 strikes with 8 prowess (detainment),"Swamp. Hidden site. Tap an Orc or Dúnadan ranger in the company to reveal this site. Contains a hoard. While this site is in play, all Undead attacks against companies moving through Dagorlad or its adjacent regions (or at a site therein) receive +1 to their prowess and strikes."
gw,Thuringwathost,Thuringwathost.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{S},{w}{s}{s},2,3,Dagorlad,Lórien,"Items (minor, major, greater)",(1st) Orcs — 3 strikes with 8 prowess; (2nd) Troll — 1 strike with 9 prowess,Swamp. Hidden site. Tap a ranger in the company (or a Dúnadan with a home site in Gondor) to reveal this site. Undead creatures played at the site receive +2 prowess.
